Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
321420,Mrs.,Sybil,P,Bogan,F,sybil.bogan@gmail.com,Matthew Bogan,Marquitta Bogan,Nowell,8/21/1964,7:06:08 PM,52.97,48,9/16/1995,Q3,H2,1995,9,September,Sep,16,Saturday,Sat,21.88,181051,26%,690-22-6926,210-629-5940,Princeton,Collin,Princeton,TX,75407,South,spbogan,o]n8cY{T;T
724523,Hon.,Terrie,R,Jobe,F,terrie.jobe@gmail.com,Josh Jobe,Carmelita Jobe,Pederson,2/23/1996,6:48:08 PM,21.44,54,6/5/2017,Q2,H1,2017,6,June,Jun,5,Monday,Mon,0.15,172081,11%,639-29-8627,209-782-0480,Placentia,Placentia,Placentia,CA,92670,West,trjobe,HID6k2d5k{
708952,Dr.,Arlie,U,Haag,M,arlie.haag@shell.com,Lynwood Haag,Sheridan Haag,Burnham,5/15/1985,10:07:52 PM,32.22,64,12/5/2014,Q4,H2,2014,12,December,Dec,5,Friday,Fri,2.65,48862,21%,077-02-6963,314-433-2654,Bogard,Carroll,Bogard,MO,64622,Midwest,auhaag,EfdTOMB7
896671,Mr.,Andres,P,Bechtel,M,andres.bechtel@ntlworld.com,Johnathan Bechtel,Violet Bechtel,Riddle,3/31/1987,3:53:12 PM,30.35,54,8/4/2010,Q3,H2,2010,8,August,Aug,4,Wednesday,Wed,6.99,98897,6%,378-37-4260,201-421-3451,Mountain Lakes,Morris,Mountain Lakes,NJ,7046,Northeast,apbechtel,BD@%<\c_/}
299390,Ms.,Jacinta,F,Bagley,F,jacinta.bagley@yahoo.co.uk,Antoine Bagley,Shelba Bagley,Stacey,12/3/1977,4:26:05 PM,39.68,58,1/8/2016,Q1,H1,2016,1,January,Jan,8,Friday,Fri,1.55,177652,16%,340-11-5338,303-350-5312,Garcia,Costilla,Garcia,CO,81134,West,jfbagley,9G|JcAxKS0LhD;
138053,Mrs.,Elease,B,Dietrich,F,elease.dietrich@outlook.com,Jarod Dietrich,Pattie Dietrich,Mace,5/14/1989,3:30:38 PM,28.22,56,2/26/2016,Q1,H1,2016,2,February,Feb,26,Friday,Fri,1.42,164817,21%,577-53-8753,205-629-8541,Gurley,Madison,Gurley,AL,35748,South,ebdietrich,Ad?.&s{YRsZik
203824,Dr.,Stewart,N,Guajardo,M,stewart.guajardo@sbcglobal.net,Woodrow Guajardo,Joan Guajardo,Younger,8/28/1995,10:12:22 AM,21.93,77,2/1/2017,Q1,H1,2017,2,February,Feb,1,Wednesday,Wed,0.48,163038,25%,296-15-7913,218-745-0209,Buckman,Morrison,Buckman,MN,56317,Midwest,snguajardo,POOdNdxAa
539009,Drs.,Genevie,I,Roberts,F,genevie.roberts@gmail.com,Moses Roberts,Toshia Roberts,Kunkel,11/24/1980,12:45:49 PM,36.7,46,7/26/2006,Q3,H2,2006,7,July,Jul,26,Wednesday,Wed,11.01,159225,20%,342-11-1142,216-356-5559,Hudson,Summit,Hudson,OH,44238,Midwest,giroberts,1Lm_x/Z&J5AG4
991515,Mr.,Joesph,T,Teel,M,joesph.teel@cox.net,Gerardo Teel,Corrin Teel,Hardy,11/24/1965,9:12:13 PM,51.71,63,3/1/2013,Q1,H1,2013,3,March,Mar,1,Friday,Fri,4.41,108113,1%,049-15-2246,216-717-1919,Cleveland,Cuyahoga,Cleveland,OH,44124,Midwest,jtteel,jmV.;h^1
315366,Mr.,Carroll,N,Spurgeon,M,carroll.spurgeon@yahoo.co.in,Hugh Spurgeon,Claudine Spurgeon,Hurt,4/16/1975,5:40:48 PM,42.31,57,7/31/1996,Q3,H2,1996,7,July,Jul,31,Wednesday,Wed,21.01,79096,27%,268-17-5663,216-317-5097,Colerain,Belmont,Colerain,OH,43916,Midwest,cnspurgeon,y.:Xw+IQ+^<Vg3u
244149,Ms.,Lavona,G,Oquendo,F,lavona.oquendo@ibm.com,Jerry Oquendo,Lanell Oquendo,Ryder,8/1/1975,5:47:11 PM,42.02,50,2/26/2000,Q1,H1,2000,2,February,Feb,26,Saturday,Sat,17.43,63206,6%,149-23-2734,405-757-8298,Loveland,Tillman,Loveland,OK,73553,South,lgoquendo,x{!#yE2xnNCE
701235,Hon.,Alonzo,B,Najera,M,alonzo.najera@aol.com,Ronnie Najera,Syreeta Najera,Bey,3/29/1980,2:32:31 AM,37.36,67,3/16/2012,Q1,H1,2012,3,March,Mar,16,Friday,Fri,5.37,129695,25%,687-24-8169,231-740-3526,Harsens Island,St. Clair,Harsens Island,MI,48028,Midwest,abnajera,xqr\&&RxLsdu
766340,Mr.,Maximo,F,Merrell,M,maximo.merrell@yahoo.co.in,Jerold Merrell,Raylene Merrell,Blakely,12/14/1981,12:00:39 PM,35.64,74,8/17/2010,Q3,H2,2010,8,August,Aug,17,Tuesday,Tue,6.95,103772,21%,478-43-8280,212-695-5486,Cicero,Onondaga,Cicero,NY,13039,Northeast,mfmerrell,dZZtie79
428609,Prof.,Fabian,O,Duckworth,M,fabian.duckworth@yahoo.ca,Ted Duckworth,Minta Duckworth,Glynn,8/25/1966,6:19:16 PM,50.96,90,4/7/2012,Q2,H1,2012,4,April,Apr,7,Saturday,Sat,5.31,90906,21%,367-39-5027,304-319-7998,Porters Falls,Wetzel,Porters Falls,WV,26162,South,foduckworth,1B_^Z?%@~xZ<V
924602,Mr.,Eliseo,W,Weston,M,eliseo.weston@gmail.com,Grant Weston,Eda Weston,Reiter,10/14/1961,7:54:37 PM,55.82,60,11/17/2000,Q4,H2,2000,11,November,Nov,17,Friday,Fri,16.7,71410,28%,222-11-2446,303-649-2900,Colorado Springs,Colorado Springs,Colorado Springs,CO,80938,West,ewweston,Evc%<5/$~Y
265997,Mrs.,Berna,F,Ragland,F,berna.ragland@hotmail.com,Sal Ragland,Anamaria Ragland,Troy,3/17/1964,4:51:33 AM,53.4,45,3/11/2001,Q1,H1,2001,3,March,Mar,11,Sunday,Sun,16.39,174185,21%,027-92-4528,423-260-1451,Lancaster,Smith,Lancaster,TN,38569,South,bfragland,fgMD[h@P
142581,Mrs.,Lynette,A,Sommer,F,lynette.sommer@hotmail.com,Eugenio Sommer,Stasia Sommer,Pennell,5/18/1992,3:35:02 AM,25.21,55,6/10/2013,Q2,H1,2013,6,June,Jun,10,Monday,Mon,4.13,123000,12%,475-55-6103,218-578-8241,Big Falls,Koochiching,Big Falls,MN,56627,Midwest,lasommer,w%Is{#s*Y
310519,Mr.,Rudolph,S,Rincon,M,rudolph.rincon@gmail.com,Isaias Rincon,Tena Rincon,Mark,11/28/1971,12:14:24 AM,45.7,72,10/12/1994,Q4,H2,1994,10,October,Oct,12,Wednesday,Wed,22.81,95138,23%,279-15-0794,212-534-7597,Chase Mills,St. Lawrence,Chase Mills,NY,13621,Northeast,rsrincon,v047.Dh4P0
358082,Hon.,Robena,D,Murphy,F,robena.murphy@gmail.com,Spencer Murphy,Nona Murphy,Earls,7/6/1991,11:13:08 AM,26.08,53,4/24/2013,Q2,H1,2013,4,April,Apr,24,Wednesday,Wed,4.26,72971,8%,445-27-2600,225-628-2490,Bethany,Caddo,Bethany,LA,71007,South,rdmurphy,X9wsp9e51GK#j{W
505704,Mr.,Rigoberto,M,Belanger,M,rigoberto.belanger@btinternet.com,Cortez Belanger,Danille Belanger,Sinclair,3/2/1995,1:41:14 AM,22.42,80,10/24/2016,Q4,H2,2016,10,October,Oct,24,Monday,Mon,0.76,166727,9%,629-31-0184,406-326-5936,Joliet,Carbon,Joliet,MT,59041,West,rmbelanger,Jl%F%;{*Qa9Ah
469686,Mrs.,Christa,V,Casillas,F,christa.casillas@yahoo.com,Renato Casillas,Kristi Casillas,Mobley,10/28/1973,6:21:06 AM,43.78,42,3/16/2009,Q1,H1,2009,3,March,Mar,16,Monday,Mon,8.37,193696,27%,085-02-5407,209-584-4910,San Diego,San Diego,San Diego,CA,92134,West,cvcasillas,81iD#6sLK\RA@e[
857200,Mrs.,Aimee,K,Grier,F,aimee.grier@hotmail.com,Cleo Grier,Maye Grier,Thiel,10/16/1975,10:52:32 AM,41.81,51,3/6/2006,Q1,H1,2006,3,March,Mar,6,Monday,Mon,11.4,98091,18%,421-67-0196,406-586-6745,Billings,Yellowstone,Billings,MT,59103,West,akgrier,9B8K~}-F1Ifa
578499,Mr.,Bruno,Y,Boyd,M,bruno.boyd@hotmail.com,Elden Boyd,Britta Boyd,Cranford,3/11/1966,6:07:58 PM,51.42,74,8/6/1992,Q3,H2,1992,8,August,Aug,6,Thursday,Thu,24.99,98994,1%,047-15-8279,262-421-8045,Stone Lake,Sawyer,Stone Lake,WI,54876,Midwest,byboyd,D~YaZ^#oOM@
707518,Mr.,Jerome,M,Pleasant,M,jerome.pleasant@gmail.com,Leroy Pleasant,Elva Pleasant,Lira,7/25/1965,4:19:52 PM,52.04,57,10/29/1997,Q4,H2,1997,10,October,Oct,29,Wednesday,Wed,19.76,184010,11%,113-98-0882,307-776-6084,Farson,Sweetwater,Farson,WY,82932,West,jmpleasant,G[g_E-Z5
163940,Ms.,Kendra,X,Coon,F,kendra.coon@hotmail.com,Tony Coon,Johanna Coon,Forney,10/5/1971,11:06:26 AM,45.84,45,11/20/2001,Q4,H2,2001,11,November,Nov,20,Tuesday,Tue,15.7,55789,25%,553-99-7913,205-754-2720,Joppa,Cullman,Joppa,AL,35087,South,kxcoon,F]?P9m5d<$G
208681,Mr.,Wyatt,J,Reeves,M,wyatt.reeves@aol.com,Daniel Reeves,Bettyann Reeves,Palumbo,9/30/1958,9:30:27 AM,58.87,83,10/29/2015,Q4,H2,2015,10,October,Oct,29,Thursday,Thu,1.75,169971,23%,710-18-8745,218-724-0794,Morgan,Redwood,Morgan,MN,56266,Midwest,wjreeves,58]EZ6t4@gz~i
332434,Ms.,Tiffaney,P,Hoskins,F,tiffaney.hoskins@apple.com,Lindsey Hoskins,Jerrie Hoskins,Pettit,10/3/1982,4:05:10 AM,34.84,47,3/20/2012,Q1,H1,2012,3,March,Mar,20,Tuesday,Tue,5.36,148863,26%,591-99-9099,479-785-3042,Hattieville,Conway,Hattieville,AR,72063,South,tphoskins,C5pp$#Mvo]g
242804,Mr.,Kendall,F,Brand,M,kendall.brand@gmail.com,Denis Brand,Leonila Brand,Collette,3/21/1968,2:43:45 PM,49.39,53,8/23/2004,Q3,H2,2004,8,August,Aug,23,Monday,Mon,12.94,77881,2%,520-61-3152,201-970-3496,Dayton,Middlesex,Dayton,NJ,8810,Northeast,kfbrand,qum|}]lY9L0
944584,Mrs.,Nannette,S,Bolen,F,nannette.bolen@earthlink.net,Johnathon Bolen,Martha Bolen,Stone,1/17/1964,7:56:36 AM,53.56,59,12/31/1998,Q4,H2,1998,12,December,Dec,31,Thursday,Thu,18.59,123747,11%,558-99-2380,270-657-1398,Reynolds Station,Hancock,Reynolds Station,KY,42368,South,nsbolen,JvnWkV2ufbW6HU^
818357,Dr.,Broderick,W,Fabian,M,broderick.fabian@gmail.com,Sydney Fabian,Fannie Fabian,Talbott,5/31/1994,2:44:08 PM,23.18,71,4/19/2016,Q2,H1,2016,4,April,Apr,19,Tuesday,Tue,1.27,117389,11%,585-99-5236,212-721-7594,Cleveland,Oswego,Cleveland,NY,13042,Northeast,bwfabian,Np-70TOQal
537477,Ms.,Christy,N,Reese,F,christy.reese@shell.com,Owen Reese,Neda Reese,Ng,5/7/1963,6:17:37 PM,54.26,46,2/20/2016,Q1,H1,2016,2,February,Feb,20,Saturday,Sat,1.44,52743,25%,705-18-4205,209-600-3456,Wilmington,Los Angeles,Wilmington,CA,90748,West,cnreese,E6ECA;yMU$g
858796,Ms.,Lucrecia,P,Terry,F,lucrecia.terry@gmail.com,Del Terry,Lorina Terry,Mclaurin,1/6/1965,8:03:35 PM,52.59,43,12/12/1999,Q4,H2,1999,12,December,Dec,12,Sunday,Sun,17.64,47841,8%,751-18-9303,219-295-2274,Depauw,Harrison,Depauw,IN,47115,Midwest,lpterry,lIN\C#Nv+^Mka<
958805,Mr.,Bennett,O,Click,M,bennett.click@gmail.com,Asa Click,Erma Click,Mueller,5/23/1958,1:38:18 AM,59.22,62,12/19/2006,Q4,H2,2006,12,December,Dec,19,Tuesday,Tue,10.61,89061,28%,757-12-9590,209-885-3168,Northridge,Los Angeles,Northridge,CA,91327,West,boclick,lggQ6#.4pW!
744660,Ms.,Mariana,N,Huffman,F,mariana.huffman@bp.com,Kendrick Huffman,Kris Huffman,Cormier,4/1/1996,11:04:44 PM,21.34,40,7/28/2017,Q3,H2,2017,7,July,Jul,28,Friday,Fri,0,155862,20%,482-41-6743,231-777-7498,Bellaire,Antrim,Bellaire,MI,49615,Midwest,mnhuffman,IxC}nij}zN/a+@
185001,Ms.,Virgina,B,Hardaway,F,virgina.hardaway@yahoo.com,Domenic Hardaway,Florencia Hardaway,Wolf,8/15/1986,11:26:36 PM,30.97,42,2/22/2014,Q1,H1,2014,2,February,Feb,22,Saturday,Sat,3.43,174083,10%,580-41-7272,209-471-7765,Manteca,San Joaquin,Manteca,CA,95336,West,vbhardaway,R0#eP8R;|>X4
303594,Ms.,Chery,M,Wing,F,chery.wing@shell.com,Winston Wing,Charis Wing,Whelan,4/16/1962,5:29:04 AM,55.32,50,8/11/1985,Q3,H2,1985,8,August,Aug,11,Sunday,Sun,31.98,133550,19%,302-15-2428,319-962-9017,Inwood,Lyon,Inwood,IA,51240,Midwest,cmwing,IP:<Idb<|%[6OC
573412,Mrs.,Tinisha,R,Runyan,F,tinisha.runyan@shaw.ca,Buster Runyan,Wanetta Runyan,Carnahan,11/10/1972,1:58:02 AM,44.74,53,4/27/2002,Q2,H1,2002,4,April,Apr,27,Saturday,Sat,15.26,122757,5%,678-22-7363,210-456-2760,Washington,Washington,Washington,TX,77880,South,trrunyan,TD9y{zlPr
276055,Hon.,Margene,I,Pedigo,F,margene.pedigo@yahoo.com,Claud Pedigo,Crista Pedigo,Quinlan,11/26/1970,3:52:48 AM,46.7,59,5/26/2009,Q2,H1,2009,5,May,May,26,Tuesday,Tue,8.18,182314,3%,341-11-3623,423-814-3358,Knoxville,Knox,Knoxville,TN,37939,South,mipedigo,I{0%y\R[;[F
465164,Mrs.,Chanda,T,Griffith,F,chanda.griffith@rediffmail.com,Dillon Griffith,Arletta Griffith,Fleming,6/6/1995,12:57:22 AM,22.16,57,2/13/2017,Q1,H1,2017,2,February,Feb,13,Monday,Mon,0.45,72110,13%,491-29-1510,603-728-6946,Nashua,Hillsborough,Nashua,NH,3060,Northeast,ctgriffith,j|h9_ATHs1p^O%B
395612,Ms.,Fumiko,J,Upton,F,fumiko.upton@charter.net,Edmond Upton,Tarah Upton,Duffy,5/6/1991,6:11:49 PM,26.25,45,1/9/2015,Q1,H1,2015,1,January,Jan,9,Friday,Fri,2.55,67320,9%,144-23-1396,209-308-2830,Pacific Grove,Monterey,Pacific Grove,CA,93950,West,fjupton,Fwn%cnKG
388720,Mrs.,Kirstie,J,Pritchett,F,kirstie.pritchett@hotmail.com,Mitchel Pritchett,Genevie Pritchett,Waddell,5/26/1977,12:35:53 AM,40.2,50,3/16/2001,Q1,H1,2001,3,March,Mar,16,Friday,Fri,16.38,197891,13%,380-37-5547,228-512-7398,Carthage,Leake,Carthage,MS,39051,South,kjpritchett,cjSMMP+]F
778265,Mr.,Son,Q,Rich,M,son.rich@shell.com,Arnulfo Rich,Zola Rich,Baird,9/22/1959,5:33:48 AM,57.89,56,1/2/2010,Q1,H1,2010,1,January,Jan,2,Saturday,Sat,7.57,47574,16%,375-37-4514,262-683-0525,Ringle,Marathon,Ringle,WI,54471,Midwest,sqrich,UGiX/JH;};
225244,Mr.,Emerson,S,Olvera,M,emerson.olvera@yahoo.com,Christopher Olvera,Kena Olvera,Pantoja,3/14/1972,3:14:06 PM,45.4,72,7/5/2009,Q3,H2,2009,7,July,Jul,5,Sunday,Sun,8.07,84334,28%,029-92-4657,231-425-4474,Grawn,Grand Traverse,Grawn,MI,49637,Midwest,esolvera,T:mU;j7}N0Qc
204132,Mr.,Chad,C,Keel,M,chad.keel@ntlworld.com,Omer Keel,Lizabeth Keel,Whitmore,1/16/1972,1:44:22 PM,45.56,89,1/3/2004,Q1,H1,2004,1,January,Jan,3,Saturday,Sat,13.58,126623,27%,309-37-5861,217-394-5313,Summerfield,St. Clair,Summerfield,IL,62289,Midwest,cckeel,3evqJPBiT
363550,Ms.,Julieta,T,Armstrong,F,julieta.armstrong@hotmail.com,Dane Armstrong,Marylou Armstrong,Shumate,4/16/1991,1:55:31 PM,26.3,54,11/4/2012,Q4,H2,2012,11,November,Nov,4,Sunday,Sun,4.73,92051,29%,332-11-1022,240-421-6810,Glenelg,Howard,Glenelg,MD,21737,South,jtarmstrong,3;fq3zd2TwSzP<-
208159,Hon.,Sidney,W,Brito,M,sidney.brito@yahoo.co.in,Arlen Brito,Gene Brito,Arsenault,4/26/1980,8:00:47 AM,37.28,84,1/27/2009,Q1,H1,2009,1,January,Jan,27,Tuesday,Tue,8.5,188881,17%,293-15-1335,212-857-6849,Richfield Springs,Otsego,Richfield Springs,NY,13439,Northeast,swbrito,k$DViFMM_V
539078,Drs.,Natosha,B,Broderick,F,natosha.broderick@rediffmail.com,Lynwood Broderick,Hassie Broderick,Stepp,6/13/1958,10:21:05 AM,59.16,55,10/16/1984,Q4,H2,1984,10,October,Oct,16,Tuesday,Tue,32.8,69047,6%,350-08-3984,201-344-6326,Port Norris,Cumberland,Port Norris,NJ,8349,Northeast,nbbroderick,pb-KCFH4:V
118748,Mr.,Rick,D,Pennell,M,rick.pennell@gmail.com,Edward Pennell,Danae Pennell,Hodgson,2/20/1966,9:32:38 AM,51.47,66,11/8/2005,Q4,H2,2005,11,November,Nov,8,Tuesday,Tue,11.73,106586,5%,756-12-1259,480-306-0567,Glendale,Maricopa,Glendale,AZ,85313,West,rdpennell,BZl.awtX
940231,Mr.,Carl,J,Lemus,M,carl.lemus@exxonmobil.com,Carlton Lemus,Sallie Lemus,Hurley,9/10/1985,1:24:28 PM,31.9,62,2/14/2017,Q1,H1,2017,2,February,Feb,14,Tuesday,Tue,0.45,69858,28%,689-24-2698,206-975-3223,Centralia,Lewis,Centralia,WA,98531,West,cjlemus,RCzQ0HgWKkWG
405417,Mr.,Darren,A,Lavender,M,darren.lavender@gmail.com,Billy Lavender,Annamae Lavender,Bloom,1/28/1968,12:13:28 AM,49.53,62,11/12/1994,Q4,H2,1994,11,November,Nov,12,Saturday,Sat,22.72,62375,11%,064-02-4286,423-535-2683,Bethpage,Sumner,Bethpage,TN,37022,South,dalavender,Mx[HmtZ2wZ0
609847,Mr.,Andrew,D,Arthur,M,andrew.arthur@yahoo.com,Francis Arthur,Leatrice Arthur,Nabors,4/13/1996,7:50:07 AM,21.3,54,5/9/2017,Q2,H1,2017,5,May,May,9,Tuesday,Tue,0.22,107821,2%,438-99-1293,218-988-0980,Randall,Morrison,Randall,MN,56475,Midwest,adarthur,f@tC/7F1mo\/
807701,Mr.,Gene,U,Simons,M,gene.simons@microsoft.com,Garret Simons,Ying Simons,Beals,12/2/1962,2:42:26 PM,54.69,73,6/2/1995,Q2,H1,1995,6,June,Jun,2,Friday,Fri,22.17,92492,26%,487-29-3805,201-855-5194,Brick,Ocean,Brick,NJ,8723,Northeast,gusimons,22%Sw5Nw
836264,Mr.,Mary,D,Flynn,M,mary.flynn@yahoo.com,Gus Flynn,Patricia Flynn,Bowie,2/11/1981,9:01:48 PM,36.48,76,9/23/2011,Q3,H2,2011,9,September,Sep,23,Friday,Fri,5.85,165461,7%,559-99-6519,405-293-1362,Muldrow,Sequoyah,Muldrow,OK,74948,South,mdflynn,o[-H<[.T+rg;e
384200,Dr.,Ezekiel,R,Walters,M,ezekiel.walters@charter.net,Darrel Walters,Lilian Walters,Wood,7/15/1990,7:14:21 AM,27.05,59,3/7/2013,Q1,H1,2013,3,March,Mar,7,Thursday,Thu,4.39,135608,18%,670-48-6848,209-740-0879,Fresno,Fresno,Fresno,CA,93773,West,erwalters,X5];wG4]yBfs$7
117292,Mr.,Malcom,I,Chism,M,malcom.chism@gmail.com,Jordan Chism,Elva Chism,Caban,1/7/1992,2:50:12 PM,25.57,73,9/4/2016,Q3,H2,2016,9,September,Sep,4,Sunday,Sun,0.9,128008,29%,086-02-7915,236-889-9411,Quantico,Prince William,Quantico,VA,22134,South,michism,Ai[/Vz-s
620653,Mrs.,Jenice,T,Gil,F,jenice.gil@hotmail.com,Chong Gil,Sun Gil,Heinz,8/21/1976,9:06:27 PM,40.96,55,3/27/1998,Q1,H1,1998,3,March,Mar,27,Friday,Fri,19.35,152281,24%,015-94-5496,209-978-8296,Hornitos,Mariposa,Hornitos,CA,95325,West,jtgil,TD:I!mK[.cKpD\
391549,Hon.,Jerry,V,Cooksey,F,jerry.cooksey@yahoo.co.uk,Weston Cooksey,Lisette Cooksey,Land,11/28/1988,12:59:44 AM,28.68,46,6/15/2015,Q2,H1,2015,6,June,Jun,15,Monday,Mon,2.12,145041,1%,244-99-0458,210-915-8453,Fieldton,Lamb,Fieldton,TX,79326,South,jvcooksey,Nr-y0O[G9Bl
513702,Dr.,Wally,I,Amundson,M,wally.amundson@ntlworld.com,Lincoln Amundson,Marcelle Amundson,Wyman,1/19/1994,4:20:18 PM,23.54,69,11/5/2015,Q4,H2,2015,11,November,Nov,5,Thursday,Thu,1.73,80031,18%,341-11-0785,217-322-6788,Glenview Nas,Cook,Glenview Nas,IL,60026,Midwest,wiamundson,n|<99<Y!_8!
898273,Mr.,Emerson,S,Romo,M,emerson.romo@yahoo.co.uk,Jayson Romo,Alysa Romo,Dowdell,7/1/1969,4:27:27 PM,48.11,64,7/19/2000,Q3,H2,2000,7,July,Jul,19,Wednesday,Wed,17.04,45245,4%,673-48-9718,239-801-5096,Malone,Jackson,Malone,FL,32445,South,esromo,2SDKHc/EU
324803,Hon.,Cruz,Y,Galarza,M,cruz.galarza@hotmail.com,Cecil Galarza,Sonia Galarza,Welsh,1/20/1988,12:35:14 PM,29.54,64,9/9/2014,Q3,H2,2014,9,September,Sep,9,Tuesday,Tue,2.88,69047,1%,400-73-9110,216-736-1475,Portsmouth,Scioto,Portsmouth,OH,45662,Midwest,cygalarza,l77E:1Wdif5Ylp-
693378,Ms.,Dovie,I,Munger,F,dovie.munger@aol.com,Lucio Munger,Henry Munger,Binkley,10/27/1991,3:46:53 PM,25.77,40,3/30/2013,Q1,H1,2013,3,March,Mar,30,Saturday,Sat,4.33,149312,30%,502-37-9519,314-912-4226,Kansas City,Jackson,Kansas City,MO,64133,Midwest,dimunger,W}S4YHl6jz
698710,Hon.,Kacey,P,Bustamante,F,kacey.bustamante@gmail.com,Travis Bustamante,Lauren Bustamante,Bourque,3/5/1979,1:26:15 PM,38.42,43,12/27/2013,Q4,H2,2013,12,December,Dec,27,Friday,Fri,3.59,43508,23%,572-99-1139,231-753-8261,Gaylord,Otsego,Gaylord,MI,49735,Midwest,kpbustamante,9Go;%77ve1
849545,Mrs.,Pamella,O,Akin,F,pamella.akin@hotmail.com,Miquel Akin,Jeanice Akin,Derosa,8/31/1972,5:23:15 PM,44.94,58,2/10/1996,Q1,H1,1996,2,February,Feb,10,Saturday,Sat,21.48,105947,18%,626-85-2095,218-804-4012,Osage,Becker,Osage,MN,56570,Midwest,poakin,qMzx4<_W4JNf{
952106,Hon.,Catherin,R,Serrano,F,catherin.serrano@gmail.com,Wm Serrano,Larita Serrano,Shank,12/3/1963,2:38:37 AM,53.69,44,7/24/1994,Q3,H2,1994,7,July,Jul,24,Sunday,Sun,23.03,73543,26%,365-39-3207,210-616-8831,Alanreed,Gray,Alanreed,TX,79002,South,crserrano,X@~Z]LW~w
256997,Mrs.,Romelia,S,Downs,F,romelia.downs@gmail.com,Son Downs,Cammie Downs,Cornelius,6/13/1963,6:17:21 PM,54.16,60,1/4/1993,Q1,H1,1993,1,January,Jan,4,Monday,Mon,24.58,96017,6%,266-99-0741,201-973-0904,Monmouth Junction,Middlesex,Monmouth Junction,NJ,8852,Northeast,rsdowns,18+6fsvHk6wM|y
560152,Drs.,Georgetta,E,Wells,F,georgetta.wells@aol.com,Vince Wells,Natosha Wells,Velez,3/2/1981,6:48:10 PM,36.43,54,8/29/2009,Q3,H2,2009,8,August,Aug,29,Saturday,Sat,7.92,42806,13%,112-98-1236,209-234-5651,Empire,Stanislaus,Empire,CA,95319,West,gewells,UuvnCimFD
497204,Mr.,Ward,F,Elliott,M,ward.elliott@hotmail.co.uk,Mohammed Elliott,Kaila Elliott,Baumgardner,2/14/1968,6:43:44 PM,49.48,82,1/19/1991,Q1,H1,1991,1,January,Jan,19,Saturday,Sat,26.54,149811,23%,725-18-4973,505-504-4634,Elephant Butte,Sierra,Elephant Butte,NM,87935,West,wfelliott,AnviE3w;\Nf
979831,Hon.,Justin,W,Scholl,M,justin.scholl@comcast.net,Nathan Scholl,Kara Scholl,Daley,5/26/1993,11:02:20 PM,24.19,62,3/12/2016,Q1,H1,2016,3,March,Mar,12,Saturday,Sat,1.38,176679,30%,003-08-7128,219-229-6967,Young America,Cass,Young America,IN,46998,Midwest,jwscholl,E&$H^RaJ6.3/{Jq
817270,Mr.,Amado,W,Cameron,M,amado.cameron@gmail.com,Ricardo Cameron,Ronda Cameron,Willoughby,9/14/1965,3:26:27 PM,51.9,67,4/20/2016,Q2,H1,2016,4,April,Apr,20,Wednesday,Wed,1.27,82432,6%,439-99-8187,203-718-3215,Watertown,Litchfield,Watertown,CT,6795,Northeast,awcameron,8C\{CQm2fWEh!
726774,Ms.,Lurline,P,Christianson,F,lurline.christianson@gmail.com,Columbus Christianson,Leila Christianson,Fuller,7/28/1972,1:53:18 PM,45.03,54,10/20/1993,Q4,H2,1993,10,October,Oct,20,Wednesday,Wed,23.79,196099,21%,227-99-7682,231-788-1808,Baroda,Berrien,Baroda,MI,49101,Midwest,lpchristianson,q1Wq0FvXE#2vmd
899465,Mrs.,Krysta,I,Paredes,F,krysta.paredes@bp.com,Edward Paredes,Mercedes Paredes,Frye,7/15/1981,11:07:21 PM,36.06,42,6/11/2014,Q2,H1,2014,6,June,Jun,11,Wednesday,Wed,3.13,192316,21%,280-15-7810,205-930-7940,Castleberry,Conecuh,Castleberry,AL,36432,South,kiparedes,TgKL!V_MKU/6cb
844446,Mrs.,Shu,S,Medrano,F,shu.medrano@hotmail.com,Taylor Medrano,Arie Medrano,Peeler,9/28/1995,7:02:50 AM,21.85,58,11/21/2016,Q4,H2,2016,11,November,Nov,21,Monday,Mon,0.68,182017,9%,043-15-5995,215-249-8847,East Springfield,Erie,East Springfield,PA,16411,Northeast,ssmedrano,fR7-fW^B_}~#?m
898121,Mr.,Jimmie,E,Wentz,M,jimmie.wentz@hotmail.com,Calvin Wentz,Marylynn Wentz,Wester,5/28/1973,6:47:24 AM,44.2,87,12/30/2008,Q4,H2,2008,12,December,Dec,30,Tuesday,Tue,8.58,187865,2%,092-02-7959,319-983-0185,Forest City,Winnebago,Forest City,IA,50436,Midwest,jewentz,Y@5GpmXbP
793465,Mr.,Amos,N,Ashworth,M,amos.ashworth@btinternet.com,Hal Ashworth,Tifany Ashworth,Parra,8/21/1960,10:35:41 AM,56.97,90,8/20/1992,Q3,H2,1992,8,August,Aug,20,Thursday,Thu,24.95,195467,19%,178-86-5367,209-720-4268,North Hollywood,Los Angeles,North Hollywood,CA,91612,West,anashworth,D<>:inOxf!Y4-SV
